record_id,product_id,factory_name,factory_location,process_date,process_steps,hygiene_score,qualified
PR0787,P0787,丹东草莓加工厂,辽宁省丹东市,2025-06-03,分级-打蜡-包装,95,true
PR0788,P0788,五常大米加工厂,黑龙江省五常市,2025-09-26,清洗-打蜡-包装-切割,98,true
PR0789,P0789,周口面粉加工厂,河南省周口市,2025-06-24,打蜡-分拣-烘干-分级,95,true
PR0790,P0790,丹东草莓加工厂,辽宁省丹东市,2025-09-27,打蜡-包装,99,true
PR0791,P0791,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-12,切割-清洗-打蜡,96,true
PR0792,P0792,五常大米加工厂,黑龙江省五常市,2025-07-06,包装-清洗-冷藏-切割,93,true
PR0793,P0793,廊坊蔬菜加工中心,河北省廊坊市,2025-11-20,分级-清洗-包装,99,true
PR0794,P0794,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-15,分级-切割-包装,98,true
PR0795,P0795,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-17,包装-冷藏-清洗,91,true
PR0796,P0796,洛川果业加工中心,陕西省洛川县,2025-10-02,分拣-包装-切割-分级,100,true
PR0797,P0797,丹东草莓加工厂,辽宁省丹东市,2025-06-11,冷藏-打蜡-烘干-分拣,90,true
PR0798,P0798,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-26,打蜡-冷藏,92,true
PR0799,P0799,赣南脐橙加工中心,江西省赣州市,2025-12-16,烘干-分拣,93,true
PR0800,P0800,洛川果业加工中心,陕西省洛川县,2025-11-21,清洗-分拣-冷藏,94,true
PR0801,P0801,寿光蔬菜加工厂,山东省寿光市,2025-10-12,清洗-打蜡-切割,91,true
PR0802,P0802,潍坊蔬菜加工厂,山东省潍坊市,2025-12-10,分级-打蜡-包装,93,true
PR0803,P0803,潍坊蔬菜加工厂,山东省潍坊市,2025-11-14,分级-分拣-包装,100,true
PR0804,P0804,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-18,冷藏-清洗-切割-打蜡,92,true
PR0805,P0805,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-01,切割-打蜡-冷藏,80,false
PR0806,P0806,潍坊蔬菜加工厂,山东省潍坊市,2025-07-14,清洗-分级-分拣,100,true
PR0807,P0807,五常大米加工厂,黑龙江省五常市,2025-11-07,烘干-切割-分拣-包装,95,true
PR0808,P0808,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-23,分拣-清洗-包装,98,true
PR0809,P0809,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-27,分级-包装,90,true
PR0810,P0810,赣南脐橙加工中心,江西省赣州市,2025-09-24,清洗-包装-冷藏-烘干,98,true
PR0811,P0811,潍坊蔬菜加工厂,山东省潍坊市,2025-08-22,包装-清洗-分级-切割,91,true
PR0812,P0812,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-28,冷藏-打蜡,93,true
PR0813,P0813,洛川果业加工中心,陕西省洛川县,2025-07-18,冷藏-分级-烘干,95,true
PR0814,P0814,廊坊蔬菜加工中心,河北省廊坊市,2025-06-11,包装-清洗-切割-分级,92,true
PR0815,P0815,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-23,切割-烘干-分拣,94,true
PR0816,P0816,洛川果业加工中心,陕西省洛川县,2025-10-04,分级-切割-包装,94,true
PR0817,P0817,赣南脐橙加工中心,江西省赣州市,2025-09-10,分拣-清洗,95,true
PR0818,P0818,五常大米加工厂,黑龙江省五常市,2025-10-09,冷藏-打蜡-切割,93,true
PR0819,P0819,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-06-03,烘干-打蜡,94,true
PR0820,P0820,五常大米加工厂,黑龙江省五常市,2025-09-04,冷藏-切割,100,true
PR0821,P0821,周口面粉加工厂,河南省周口市,2025-08-23,打蜡-分拣-分级-包装,91,true
PR0822,P0822,五常大米加工厂,黑龙江省五常市,2025-06-07,烘干-切割-包装,98,true
PR0823,P0823,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-25,清洗-分级,90,true
PR0824,P0824,洛川果业加工中心,陕西省洛川县,2025-08-10,烘干-冷藏-分级,98,true
PR0825,P0825,赣南脐橙加工中心,江西省赣州市,2025-07-16,切割-分拣-烘干,97,true
PR0826,P0826,赣南脐橙加工中心,江西省赣州市,2025-10-18,切割-包装,92,true
PR0827,P0827,廊坊蔬菜加工中心,河北省廊坊市,2025-11-25,烘干-打蜡,99,true
PR0828,P0828,洛川果业加工中心,陕西省洛川县,2025-10-26,切割-冷藏-打蜡-分拣,100,true
PR0829,P0829,廊坊蔬菜加工中心,河北省廊坊市,2025-08-27,冷藏-分级-清洗,95,true
PR0830,P0830,赣南脐橙加工中心,江西省赣州市,2025-07-01,包装-分级,99,true
PR0831,P0831,寿光蔬菜加工厂,山东省寿光市,2025-06-09,清洗-烘干,91,true
PR0832,P0832,赣南脐橙加工中心,江西省赣州市,2025-09-15,切割-烘干-打蜡,91,true
PR0833,P0833,周口面粉加工厂,河南省周口市,2025-06-13,分拣-清洗-切割-冷藏,95,true
PR0834,P0834,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-16,打蜡-分拣-切割,91,true
PR0835,P0835,寿光蔬菜加工厂,山东省寿光市,2025-11-03,清洗-烘干,92,true
PR0836,P0836,潍坊蔬菜加工厂,山东省潍坊市,2025-12-06,烘干-清洗-分拣-冷藏,93,true
PR0837,P0837,赣南脐橙加工中心,江西省赣州市,2025-10-20,清洗-分拣,92,true
PR0838,P0838,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-17,打蜡-分拣,100,true
PR0839,P0839,赣南脐橙加工中心,江西省赣州市,2025-09-02,分级-切割,95,true
PR0840,P0840,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-19,分级-清洗,91,true
PR0841,P0841,廊坊蔬菜加工中心,河北省廊坊市,2025-08-09,包装-分拣-分级-切割,94,true
PR0842,P0842,周口面粉加工厂,河南省周口市,2025-09-05,清洗-分拣-包装,99,true
PR0843,P0843,寿光蔬菜加工厂,山东省寿光市,2025-09-21,分拣-切割-分级,93,true
PR0844,P0844,廊坊蔬菜加工中心,河北省廊坊市,2025-07-25,打蜡-包装-分级-清洗,97,true
PR0845,P0845,丹东草莓加工厂,辽宁省丹东市,2025-11-12,冷藏-分拣,93,true
PR0846,P0846,丹东草莓加工厂,辽宁省丹东市,2025-08-19,切割-打蜡-分级,99,true
PR0847,P0847,赣南脐橙加工中心,江西省赣州市,2025-10-19,包装-烘干-切割,86,false
PR0848,P0848,赣南脐橙加工中心,江西省赣州市,2025-07-18,包装-分拣,93,true
PR0849,P0849,寿光蔬菜加工厂,山东省寿光市,2025-10-13,包装-清洗-烘干,100,true
PR0850,P0850,廊坊蔬菜加工中心,河北省廊坊市,2025-09-05,分拣-包装-切割,96,true
PR0851,P0851,廊坊蔬菜加工中心,河北省廊坊市,2025-07-13,清洗-打蜡-包装,96,true
PR0852,P0852,赣南脐橙加工中心,江西省赣州市,2025-08-12,冷藏-分级,91,true
PR0853,P0853,丹东草莓加工厂,辽宁省丹东市,2025-08-23,清洗-冷藏-切割,94,true
PR0854,P0854,丹东草莓加工厂,辽宁省丹东市,2025-10-08,打蜡-清洗-分拣,94,true
PR0855,P0855,周口面粉加工厂,河南省周口市,2025-09-17,切割-烘干,92,true
PR0856,P0856,洛川果业加工中心,陕西省洛川县,2025-09-19,切割-冷藏,90,true
PR0857,P0857,寿光蔬菜加工厂,山东省寿光市,2025-06-25,切割-分拣-打蜡-烘干,93,true
PR0858,P0858,五常大米加工厂,黑龙江省五常市,2025-10-24,打蜡-分拣-烘干,95,true
PR0859,P0859,潍坊蔬菜加工厂,山东省潍坊市,2025-09-13,冷藏-烘干-清洗-打蜡,99,true
PR0860,P0860,寿光蔬菜加工厂,山东省寿光市,2025-06-13,烘干-冷藏-分级-切割,92,true
PR0861,P0861,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-02,切割-包装,95,true
PR0862,P0862,廊坊蔬菜加工中心,河北省廊坊市,2025-08-09,打蜡-分级-切割,96,true
PR0863,P0863,周口面粉加工厂,河南省周口市,2025-10-13,冷藏-切割,97,true
PR0864,P0864,寿光蔬菜加工厂,山东省寿光市,2025-11-14,打蜡-清洗-冷藏,94,true
PR0865,P0865,丹东草莓加工厂,辽宁省丹东市,2025-11-12,分拣-冷藏,93,true
PR0866,P0866,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-24,冷藏-烘干-清洗-分拣,96,true
PR0867,P0867,周口面粉加工厂,河南省周口市,2025-09-24,切割-打蜡-分级-烘干,85,false
PR0868,P0868,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-10-03,切割-清洗-分拣,98,true
PR0869,P0869,赣南脐橙加工中心,江西省赣州市,2025-12-10,冷藏-包装-分拣,98,true
PR0870,P0870,周口面粉加工厂,河南省周口市,2025-09-19,打蜡-分拣-清洗,98,true
PR0871,P0871,洛川果业加工中心,陕西省洛川县,2025-10-02,包装-冷藏,98,true
PR0872,P0872,丹东草莓加工厂,辽宁省丹东市,2025-11-16,打蜡-冷藏-分级,90,true
PR0873,P0873,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-08,冷藏-清洗,91,true
PR0874,P0874,洛川果业加工中心,陕西省洛川县,2025-11-16,烘干-分拣-包装-切割,99,true
PR0875,P0875,廊坊蔬菜加工中心,河北省廊坊市,2025-06-09,冷藏-包装-打蜡-切割,90,true
PR0876,P0876,寿光蔬菜加工厂,山东省寿光市,2025-07-16,烘干-打蜡,93,true
PR0877,P0877,潍坊蔬菜加工厂,山东省潍坊市,2025-06-26,分拣-清洗,99,true
PR0878,P0878,廊坊蔬菜加工中心,河北省廊坊市,2025-06-01,烘干-分级-打蜡,94,true
PR0879,P0879,赣南脐橙加工中心,江西省赣州市,2025-07-18,分级-烘干-打蜡-分拣,98,true
PR0880,P0880,洛川果业加工中心,陕西省洛川县,2025-11-22,打蜡-分拣-切割-分级,97,true
PR0881,P0881,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-27,烘干-分拣,92,true
PR0882,P0882,赣南脐橙加工中心,江西省赣州市,2025-06-11,切割-清洗,92,true
PR0883,P0883,潍坊蔬菜加工厂,山东省潍坊市,2025-09-02,分级-清洗,95,true
PR0884,P0884,潍坊蔬菜加工厂,山东省潍坊市,2025-12-25,分拣-冷藏,100,true
PR0885,P0885,廊坊蔬菜加工中心,河北省廊坊市,2025-08-16,分拣-烘干-冷藏,100,true
PR0886,P0886,丹东草莓加工厂,辽宁省丹东市,2025-07-08,分级-清洗,95,true
PR0887,P0887,周口面粉加工厂,河南省周口市,2025-08-24,切割-分级,80,false
PR0888,P0888,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-26,冷藏-包装-分级,100,true
PR0889,P0889,周口面粉加工厂,河南省周口市,2025-09-01,分级-切割-冷藏,91,true
PR0890,P0890,廊坊蔬菜加工中心,河北省廊坊市,2025-11-07,冷藏-分级-切割-烘干,98,true
PR0891,P0891,周口面粉加工厂,河南省周口市,2025-07-23,切割-打蜡-冷藏-分级,91,true
PR0892,P0892,赣南脐橙加工中心,江西省赣州市,2025-07-02,分拣-分级-冷藏-清洗,90,true
PR0893,P0893,丹东草莓加工厂,辽宁省丹东市,2025-09-21,分拣-烘干-包装,100,true
PR0894,P0894,五常大米加工厂,黑龙江省五常市,2025-07-11,包装-打蜡-分拣,98,true
PR0895,P0895,廊坊蔬菜加工中心,河北省廊坊市,2025-08-25,烘干-切割,87,false
PR0896,P0896,丹东草莓加工厂,辽宁省丹东市,2025-08-17,分级-分拣,95,true
PR0897,P0897,赣南脐橙加工中心,江西省赣州市,2025-11-28,打蜡-清洗,95,true
PR0898,P0898,洛川果业加工中心,陕西省洛川县,2025-06-23,冷藏-打蜡-包装,91,true
PR0899,P0899,潍坊蔬菜加工厂,山东省潍坊市,2025-11-25,分拣-烘干-切割,100,true
PR0900,P0900,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-06,烘干-切割,90,true
PR0901,P0901,寿光蔬菜加工厂,山东省寿光市,2025-09-19,分级-包装-打蜡,96,true
PR0902,P0902,五常大米加工厂,黑龙江省五常市,2025-07-25,清洗-分级,90,true
PR0903,P0903,丹东草莓加工厂,辽宁省丹东市,2025-07-23,清洗-烘干,94,true
PR0904,P0904,赣南脐橙加工中心,江西省赣州市,2025-12-27,清洗-烘干-分级,92,true
PR0905,P0905,潍坊蔬菜加工厂,山东省潍坊市,2025-07-14,包装-烘干-清洗-打蜡,93,true
PR0906,P0906,寿光蔬菜加工厂,山东省寿光市,2025-12-01,分级-烘干,92,true
PR0907,P0907,潍坊蔬菜加工厂,山东省潍坊市,2025-08-15,打蜡-冷藏-烘干,100,true
PR0908,P0908,洛川果业加工中心,陕西省洛川县,2025-11-06,包装-切割-分拣,94,true
PR0909,P0909,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-12,冷藏-切割,92,true
PR0910,P0910,赣南脐橙加工中心,江西省赣州市,2025-07-25,打蜡-清洗,91,true
PR0911,P0911,洛川果业加工中心,陕西省洛川县,2025-07-25,清洗-分级-分拣,93,true
PR0912,P0912,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-08-01,分级-烘干-清洗-打蜡,90,true
PR0913,P0913,周口面粉加工厂,河南省周口市,2025-08-23,打蜡-冷藏,95,true
PR0914,P0914,五常大米加工厂,黑龙江省五常市,2025-10-18,分拣-冷藏-切割-打蜡,93,true
PR0915,P0915,五常大米加工厂,黑龙江省五常市,2025-06-01,分级-烘干-冷藏,100,true
PR0916,P0916,洛川果业加工中心,陕西省洛川县,2025-12-02,包装-切割,92,true
PR0917,P0917,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-08,冷藏-分拣-分级,93,true
PR0918,P0918,周口面粉加工厂,河南省周口市,2025-07-03,烘干-打蜡-清洗-冷藏,95,true
PR0919,P0919,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-13,冷藏-切割-分拣-分级,96,true
PR0920,P0920,五常大米加工厂,黑龙江省五常市,2025-07-27,冷藏-清洗-分拣,90,true
PR0921,P0921,五常大米加工厂,黑龙江省五常市,2025-09-13,包装-清洗-打蜡-分拣,90,true
PR0922,P0922,廊坊蔬菜加工中心,河北省廊坊市,2025-10-20,冷藏-烘干,95,true
PR0923,P0923,赣南脐橙加工中心,江西省赣州市,2025-06-27,烘干-清洗-切割,90,true
PR0924,P0924,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-06,包装-烘干,96,true
PR0925,P0925,赣南脐橙加工中心,江西省赣州市,2025-06-10,烘干-冷藏-分拣,95,true
PR0926,P0926,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-03,清洗-切割,92,true
PR0927,P0927,丹东草莓加工厂,辽宁省丹东市,2025-07-20,分级-打蜡-分拣-包装,94,true
PR0928,P0928,寿光蔬菜加工厂,山东省寿光市,2025-08-07,清洗-切割,97,true
PR0929,P0929,五常大米加工厂,黑龙江省五常市,2025-06-12,切割-分拣-打蜡,100,true
PR0930,P0930,丹东草莓加工厂,辽宁省丹东市,2025-07-17,切割-包装-分拣,97,true
PR0931,P0931,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-07,冷藏-分拣,92,true
PR0932,P0932,洛川果业加工中心,陕西省洛川县,2025-12-20,烘干-清洗-冷藏-打蜡,98,true
PR0933,P0933,赣南脐橙加工中心,江西省赣州市,2025-07-12,打蜡-清洗,100,true
PR0934,P0934,周口面粉加工厂,河南省周口市,2025-10-05,烘干-分级-冷藏,94,true
PR0935,P0935,洛川果业加工中心,陕西省洛川县,2025-11-25,清洗-冷藏-烘干,92,true
PR0936,P0936,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-15,冷藏-打蜡-切割-清洗,90,true
PR0937,P0937,潍坊蔬菜加工厂,山东省潍坊市,2025-10-13,分拣-切割-清洗-分级,100,true
PR0938,P0938,丹东草莓加工厂,辽宁省丹东市,2025-09-13,打蜡-切割,88,false
PR0939,P0939,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-04,冷藏-分拣,99,true
PR0940,P0940,廊坊蔬菜加工中心,河北省廊坊市,2025-07-26,冷藏-烘干-分拣-包装,95,true
PR0941,P0941,寿光蔬菜加工厂,山东省寿光市,2025-11-21,清洗-烘干-分级,95,true
PR0942,P0942,寿光蔬菜加工厂,山东省寿光市,2025-11-27,烘干-分拣-分级-冷藏,93,true
PR0943,P0943,赣南脐橙加工中心,江西省赣州市,2025-10-16,打蜡-冷藏-分级-清洗,95,true
PR0944,P0944,寿光蔬菜加工厂,山东省寿光市,2025-09-25,分拣-冷藏,91,true
PR0945,P0945,赣南脐橙加工中心,江西省赣州市,2025-08-28,打蜡-包装-烘干,97,true
PR0946,P0946,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-15,分级-分拣-烘干-打蜡,98,true
PR0947,P0947,周口面粉加工厂,河南省周口市,2025-09-27,包装-清洗-打蜡-分拣,96,true
PR0948,P0948,丹东草莓加工厂,辽宁省丹东市,2025-07-14,清洗-冷藏-包装,93,true
PR0949,P0949,丹东草莓加工厂,辽宁省丹东市,2025-07-09,包装-打蜡-烘干-分级,99,true
PR0950,P0950,潍坊蔬菜加工厂,山东省潍坊市,2025-06-14,切割-冷藏-烘干-包装,94,true
PR0951,P0951,周口面粉加工厂,河南省周口市,2025-08-14,包装-切割-烘干-打蜡,92,true
PR0952,P0952,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-09,冷藏-打蜡-烘干-分级,93,true
PR0953,P0953,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-03,分级-包装-冷藏-清洗,99,true
PR0954,P0954,周口面粉加工厂,河南省周口市,2025-11-01,清洗-打蜡-分级-分拣,91,true
PR0955,P0955,寿光蔬菜加工厂,山东省寿光市,2025-10-02,分级-烘干,97,true
PR0956,P0956,寿光蔬菜加工厂,山东省寿光市,2025-12-21,烘干-打蜡,97,true
PR0957,P0957,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-27,包装-冷藏,92,true
PR0958,P0958,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-26,清洗-包装-冷藏-烘干,95,true
PR0959,P0959,廊坊蔬菜加工中心,河北省廊坊市,2025-12-02,切割-包装,98,true
PR0960,P0960,洛川果业加工中心,陕西省洛川县,2025-12-23,切割-清洗-冷藏,91,true
PR0961,P0961,丹东草莓加工厂,辽宁省丹东市,2025-09-18,冷藏-打蜡-分级,90,true
PR0962,P0962,洛川果业加工中心,陕西省洛川县,2025-12-18,切割-分拣,95,true
PR0963,P0963,赣南脐橙加工中心,江西省赣州市,2025-08-18,冷藏-分拣,99,true
PR0964,P0964,潍坊蔬菜加工厂,山东省潍坊市,2025-10-04,打蜡-切割-分拣-包装,90,true
PR0965,P0965,五常大米加工厂,黑龙江省五常市,2025-10-02,打蜡-烘干-切割-分级,93,true
PR0966,P0966,丹东草莓加工厂,辽宁省丹东市,2025-10-23,分级-打蜡,96,true
PR0967,P0967,寿光蔬菜加工厂,山东省寿光市,2025-06-22,分拣-冷藏,93,true
PR0968,P0968,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-21,分级-切割,92,true
PR0969,P0969,丹东草莓加工厂,辽宁省丹东市,2025-10-14,包装-分拣-切割-冷藏,93,true
PR0970,P0970,洛川果业加工中心,陕西省洛川县,2025-07-06,冷藏-切割-包装-分拣,95,true
PR0971,P0971,赣南脐橙加工中心,江西省赣州市,2025-09-26,分级-切割-烘干-冷藏,97,true
PR0972,P0972,寿光蔬菜加工厂,山东省寿光市,2025-06-01,烘干-分拣-切割,90,true
PR0973,P0973,五常大米加工厂,黑龙江省五常市,2025-06-27,包装-冷藏,95,true
PR0974,P0974,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-09-08,分级-包装-切割-清洗,90,true
PR0975,P0975,廊坊蔬菜加工中心,河北省廊坊市,2025-07-19,分拣-分级-打蜡,99,true
PR0976,P0976,潍坊蔬菜加工厂,山东省潍坊市,2025-06-22,清洗-分级-分拣-冷藏,98,true
PR0977,P0977,五常大米加工厂,黑龙江省五常市,2025-11-23,清洗-烘干-包装,96,true
PR0978,P0978,赣南脐橙加工中心,江西省赣州市,2025-12-16,清洗-切割-分拣,97,true
PR0979,P0979,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-06-08,清洗-分级-切割,96,true
PR0980,P0980,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-19,切割-分拣,95,true
PR0981,P0981,寿光蔬菜加工厂,山东省寿光市,2025-09-16,清洗-打蜡-分级-冷藏,99,true
PR0982,P0982,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-09-09,包装-分级-切割,94,true
PR0983,P0983,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-07-11,包装-打蜡-冷藏,90,true
PR0984,P0984,廊坊蔬菜加工中心,河北省廊坊市,2025-09-16,分拣-分级,90,true
PR0985,P0985,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-12-25,打蜡-清洗,94,true
PR0986,P0986,周口面粉加工厂,河南省周口市,2025-11-22,清洗-冷藏,95,true
PR0987,P0987,周口面粉加工厂,河南省周口市,2025-06-20,烘干-分拣,99,true
PR0988,P0988,五常大米加工厂,黑龙江省五常市,2025-07-23,分拣-包装,80,false
PR0989,P0989,周口面粉加工厂,河南省周口市,2025-07-23,分拣-分级,96,true
PR0990,P0990,丹东草莓加工厂,辽宁省丹东市,2025-11-22,清洗-分级-分拣,94,true
PR0991,P0991,五常大米加工厂,黑龙江省五常市,2025-10-11,冷藏-分级-包装,96,true
PR0992,P0992,五常大米加工厂,黑龙江省五常市,2025-07-22,清洗-分拣-烘干,100,true
PR0993,P0993,赣南脐橙加工中心,江西省赣州市,2025-06-08,切割-打蜡-分拣,92,true
PR0994,P0994,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-16,包装-烘干,96,true
PR0995,P0995,五常大米加工厂,黑龙江省五常市,2025-07-21,分级-烘干-清洗,97,true
PR0996,P0996,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-11-22,切割-分级-清洗,99,true
PR0997,P0997,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-14,包装-打蜡,100,true
PR0998,P0998,洛川果业加工中心,陕西省洛川县,2025-11-26,清洗-冷藏,94,true
PR0999,P0999,寿光蔬菜加工厂,山东省寿光市,2025-07-25,包装-打蜡-分级,96,true
PR1000,P1000,赣南脐橙加工中心,江西省赣州市,2025-11-27,包装-清洗-冷藏-烘干,94,true
PR1001,P1001,洛川果业加工中心,陕西省洛川县,2025-09-13,打蜡-冷藏-切割-清洗,94,true
PR1002,P1002,五常大米加工厂,黑龙江省五常市,2025-11-02,打蜡-切割-烘干,93,true
PR1003,P1003,五常大米加工厂,黑龙江省五常市,2025-06-28,冷藏-分拣-烘干,100,true
PR1004,P1004,寿光蔬菜加工厂,山东省寿光市,2025-12-26,打蜡-烘干-包装-分级,93,true
PR1005,P1005,廊坊蔬菜加工中心,河北省廊坊市,2025-11-10,分拣-分级-打蜡-烘干,93,true
PR1006,P1006,赣南脐橙加工中心,江西省赣州市,2025-09-04,烘干-打蜡,99,true
PR1007,P1007,廊坊蔬菜加工中心,河北省廊坊市,2025-12-10,烘干-切割-清洗,96,true
PR1008,P1008,寿光蔬菜加工厂,山东省寿光市,2025-08-21,分拣-分级-包装-烘干,93,true
PR1009,P1009,寿光蔬菜加工厂,山东省寿光市,2025-06-23,烘干-包装-分级-清洗,90,true
PR1010,P1010,周口面粉加工厂,河南省周口市,2025-08-24,分拣-切割-包装-冷藏,92,true
PR1011,P1011,丹东草莓加工厂,辽宁省丹东市,2025-08-13,包装-打蜡,92,true
PR1012,P1012,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-12-11,分级-包装,90,true
PR1013,P1013,寿光蔬菜加工厂,山东省寿光市,2025-10-20,分级-清洗,95,true
PR1014,P1014,丹东草莓加工厂,辽宁省丹东市,2025-12-13,冷藏-分级,100,true
PR1015,P1015,洛川果业加工中心,陕西省洛川县,2025-10-22,切割-冷藏-清洗,94,true
PR1016,P1016,丹东草莓加工厂,辽宁省丹东市,2025-08-11,冷藏-清洗-包装-打蜡,96,true
PR1017,P1017,五常大米加工厂,黑龙江省五常市,2025-11-06,包装-烘干-切割-打蜡,99,true
PR1018,P1018,赣南脐橙加工中心,江西省赣州市,2025-10-16,清洗-切割-冷藏-分级,90,true
PR1019,P1019,五常大米加工厂,黑龙江省五常市,2025-10-22,冷藏-包装-烘干-打蜡,95,true
PR1020,P1020,洛川果业加工中心,陕西省洛川县,2025-07-12,切割-包装-分拣-烘干,94,true
PR1021,P1021,洛川果业加工中心,陕西省洛川县,2025-07-09,包装-分拣-分级,91,true
PR1022,P1022,潍坊蔬菜加工厂,山东省潍坊市,2025-11-08,冷藏-分级-烘干,95,true
PR1023,P1023,寿光蔬菜加工厂,山东省寿光市,2025-12-27,包装-分级-切割,90,true
PR1024,P1024,五常大米加工厂,黑龙江省五常市,2025-08-25,分拣-清洗,95,true
PR1025,P1025,五常大米加工厂,黑龙江省五常市,2025-07-07,分级-切割-冷藏,94,true
PR1026,P1026,五常大米加工厂,黑龙江省五常市,2025-11-20,分级-分拣-打蜡,99,true
PR1027,P1027,潍坊蔬菜加工厂,山东省潍坊市,2025-10-02,冷藏-分级,96,true
PR1028,P1028,廊坊蔬菜加工中心,河北省廊坊市,2025-06-08,切割-包装,93,true
PR1029,P1029,廊坊蔬菜加工中心,河北省廊坊市,2025-11-12,冷藏-清洗-切割-分级,91,true
PR1030,P1030,赣南脐橙加工中心,江西省赣州市,2025-06-27,打蜡-分拣-切割-分级,92,true
PR1031,P1031,五常大米加工厂,黑龙江省五常市,2025-06-23,切割-冷藏,94,true
PR1032,P1032,潍坊蔬菜加工厂,山东省潍坊市,2025-11-14,打蜡-包装-切割-清洗,91,true
PR1033,P1033,寿光蔬菜加工厂,山东省寿光市,2025-07-27,打蜡-分拣,100,true
PR1034,P1034,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-08-11,包装-分级,99,true
PR1035,P1035,丹东草莓加工厂,辽宁省丹东市,2025-09-26,分拣-包装,97,true
PR1036,P1036,廊坊蔬菜加工中心,河北省廊坊市,2025-06-12,分拣-烘干-包装-分级,96,true
PR1037,P1037,五常大米加工厂,黑龙江省五常市,2025-12-26,切割-打蜡-清洗,82,false
PR1038,P1038,丹东草莓加工厂,辽宁省丹东市,2025-09-13,分拣-切割-烘干,91,true
PR1039,P1039,廊坊蔬菜加工中心,河北省廊坊市,2025-12-03,分级-烘干-清洗,96,true
PR1040,P1040,赣南脐橙加工中心,江西省赣州市,2025-08-20,分级-烘干-分拣-冷藏,92,true
PR1041,P1041,赣南脐橙加工中心,江西省赣州市,2025-11-11,清洗-包装,100,true
PR1042,P1042,潍坊蔬菜加工厂,山东省潍坊市,2025-09-01,分拣-分级-清洗-烘干,96,true
PR1043,P1043,五常大米加工厂,黑龙江省五常市,2025-08-12,切割-冷藏,90,true
PR1044,P1044,赣南脐橙加工中心,江西省赣州市,2025-06-17,分级-打蜡-包装-烘干,97,true
PR1045,P1045,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-07-22,冷藏-包装,96,true
PR1046,P1046,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-08,分级-烘干-冷藏-打蜡,100,true
PR1047,P1047,吐鲁番葡萄加工厂,新疆吐鲁番市,2025-10-07,包装-打蜡,95,true
PR1048,P1048,乌兰察布土豆加工厂,内蒙古乌兰察布,2025-11-16,烘干-冷藏-打蜡-包装,96,true
PR1049,P1049,寿光蔬菜加工厂,山东省寿光市,2025-09-01,分拣-烘干,98,true
