record_id,product_id,pesticide_name,pesticide_type,amount,apply_date,safety_interval,compliant
PS01043,P1043,阿维菌素,生物农药,138ml/亩,2025-05-26,7,true
PS01044,P1044,甲胺磷,杀虫剂,126ml/亩,2025-09-18,21,false
PS01045,P1045,多菌灵,杀菌剂,63ml/亩,2025-05-11,21,true
PS01046,P1045,敌敌畏,杀虫剂,66ml/亩,2025-07-24,14,false
PS01047,P1047,吡虫啉,杀虫剂,147ml/亩,2025-08-04,7,true
PS01048,P1047,甲基托布津,杀菌剂,47ml/亩,2025-05-27,14,true
PS01049,P1048,敌敌畏,杀虫剂,105ml/亩,2025-07-02,7,false
PS01050,P1048,苦参碱,生物农药,148ml/亩,2025-07-08,14,false
PS01051,P1049,甲胺磷,杀虫剂,126ml/亩,2025-06-27,14,false
PS01052,P1049,敌敌畏,杀虫剂,122ml/亩,2025-07-08,21,false
PS01053,P1051,甲胺磷,杀虫剂,73ml/亩,2025-09-05,21,false
PS01054,P1053,多菌灵,杀菌剂,75ml/亩,2025-08-13,21,true
PS01055,P1053,甲基托布津,杀菌剂,75ml/亩,2025-04-28,7,true
PS01056,P1054,阿维菌素,生物农药,111ml/亩,2025-05-28,14,true
PS01057,P1054,代森锰锌,杀菌剂,131ml/亩,2025-05-18,14,true
PS01058,P1055,敌敌畏,杀虫剂,116ml/亩,2025-06-23,14,false
PS01059,P1056,吡虫啉,杀虫剂,69ml/亩,2025-06-18,21,true
PS01060,P1058,阿维菌素,生物农药,53ml/亩,2025-07-06,21,true
PS01061,P1058,甲基托布津,杀菌剂,86ml/亩,2025-09-18,7,true
PS01062,P1059,三唑酮,杀菌剂,150ml/亩,2025-04-18,21,true
PS01063,P1059,吡虫啉,杀虫剂,80ml/亩,2025-06-04,21,true
PS01064,P1060,苦参碱,生物农药,39ml/亩,2025-09-24,7,true
PS01065,P1061,阿维菌素,生物农药,85ml/亩,2025-07-03,7,true
PS01066,P1061,多菌灵,杀菌剂,67ml/亩,2025-04-20,21,true
PS01067,P1066,苦参碱,生物农药,113ml/亩,2025-05-20,21,true
PS01068,P1067,百菌清,杀菌剂,89ml/亩,2025-09-20,14,true
PS01069,P1067,吡虫啉,杀虫剂,56ml/亩,2025-08-09,21,true
PS01070,P1068,敌敌畏,杀虫剂,119ml/亩,2025-07-20,21,false
PS01071,P1069,甲胺磷,杀虫剂,45ml/亩,2025-07-23,7,false
PS01072,P1072,代森锰锌,杀菌剂,88ml/亩,2025-06-17,21,true
PS01073,P1072,阿维菌素,生物农药,139ml/亩,2025-08-24,7,true
PS01074,P1074,敌敌畏,杀虫剂,117ml/亩,2025-04-27,14,false
PS01075,P1075,百菌清,杀菌剂,103ml/亩,2025-06-17,7,true
PS01076,P1075,甲基托布津,杀菌剂,35ml/亩,2025-04-11,14,true
PS01077,P1080,甲基托布津,杀菌剂,138ml/亩,2025-09-02,21,true
PS01078,P1080,百菌清,杀菌剂,149ml/亩,2025-04-03,21,true
PS01079,P1082,甲胺磷,杀虫剂,55ml/亩,2025-08-13,7,false
PS01080,P1082,三唑酮,杀菌剂,110ml/亩,2025-06-03,14,true
PS01081,P1089,百菌清,杀菌剂,139ml/亩,2025-08-13,14,true
PS01082,P1091,代森锰锌,杀菌剂,128ml/亩,2025-04-19,7,false
PS01083,P1092,吡虫啉,杀虫剂,62ml/亩,2025-09-07,14,false
PS01084,P1094,三唑酮,杀菌剂,74ml/亩,2025-06-11,21,true
PS01085,P1094,甲胺磷,杀虫剂,107ml/亩,2025-09-02,21,false
PS01086,P1096,代森锰锌,杀菌剂,91ml/亩,2025-08-17,21,true
PS01087,P1096,三唑酮,杀菌剂,121ml/亩,2025-07-23,7,true
PS01088,P1097,代森锰锌,杀菌剂,47ml/亩,2025-05-20,7,true
PS01089,P1098,敌敌畏,杀虫剂,37ml/亩,2025-05-09,21,false
PS01090,P1099,三唑酮,杀菌剂,147ml/亩,2025-07-02,21,true
PS01091,P1099,阿维菌素,生物农药,43ml/亩,2025-04-24,21,true
PS01092,P1100,阿维菌素,生物农药,74ml/亩,2025-08-21,14,true
PS01093,P1101,甲基托布津,杀菌剂,35ml/亩,2025-06-10,21,true
PS01094,P1102,苦参碱,生物农药,119ml/亩,2025-04-01,21,true
PS01095,P1102,阿维菌素,生物农药,123ml/亩,2025-05-22,21,true
PS01096,P1103,苦参碱,生物农药,84ml/亩,2025-05-12,14,true
PS01097,P1103,多菌灵,杀菌剂,52ml/亩,2025-05-16,14,true
PS01098,P1104,敌敌畏,杀虫剂,49ml/亩,2025-09-25,21,false
PS01099,P1106,百菌清,杀菌剂,112ml/亩,2025-09-10,7,true
PS01100,P1106,百菌清,杀菌剂,93ml/亩,2025-05-12,21,true
PS01101,P1107,三唑酮,杀菌剂,117ml/亩,2025-05-11,21,true
PS01102,P1107,甲基托布津,杀菌剂,88ml/亩,2025-05-02,21,true
PS01103,P1109,苦参碱,生物农药,130ml/亩,2025-07-23,7,true
PS01104,P1110,敌敌畏,杀虫剂,122ml/亩,2025-05-09,14,false
PS01105,P1110,苦参碱,生物农药,119ml/亩,2025-04-09,21,true
PS01106,P1111,苦参碱,生物农药,79ml/亩,2025-05-10,21,true
PS01107,P1111,多菌灵,杀菌剂,114ml/亩,2025-08-06,14,true
PS01108,P1112,甲基托布津,杀菌剂,79ml/亩,2025-09-09,14,true
PS01109,P1113,甲胺磷,杀虫剂,109ml/亩,2025-05-08,7,false
PS01110,P1113,敌敌畏,杀虫剂,113ml/亩,2025-09-24,14,false
PS01111,P1116,代森锰锌,杀菌剂,55ml/亩,2025-06-12,21,true
PS01112,P1117,三唑酮,杀菌剂,119ml/亩,2025-04-22,14,true
PS01113,P1117,甲基托布津,杀菌剂,121ml/亩,2025-07-03,14,true
PS01114,P1118,苦参碱,生物农药,65ml/亩,2025-08-28,14,true
PS01115,P1119,吡虫啉,杀虫剂,125ml/亩,2025-09-01,7,true
PS01116,P1119,多菌灵,杀菌剂,54ml/亩,2025-04-25,14,true
PS01117,P1120,阿维菌素,生物农药,83ml/亩,2025-09-07,7,true
PS01118,P1123,百菌清,杀菌剂,141ml/亩,2025-06-26,7,true
PS01119,P1124,甲基托布津,杀菌剂,48ml/亩,2025-09-25,14,true
PS01120,P1124,多菌灵,杀菌剂,147ml/亩,2025-05-18,7,true
PS01121,P1125,甲胺磷,杀虫剂,102ml/亩,2025-06-11,7,false
PS01122,P1127,吡虫啉,杀虫剂,81ml/亩,2025-07-15,7,true
PS01123,P1127,甲基托布津,杀菌剂,63ml/亩,2025-04-01,7,true
PS01124,P1128,苦参碱,生物农药,126ml/亩,2025-09-07,7,true
PS01125,P1131,三唑酮,杀菌剂,42ml/亩,2025-09-18,14,true
PS01126,P1134,吡虫啉,杀虫剂,79ml/亩,2025-08-11,7,true
PS01127,P1134,阿维菌素,生物农药,74ml/亩,2025-08-04,14,true
PS01128,P1135,百菌清,杀菌剂,122ml/亩,2025-06-03,21,true
PS01129,P1135,百菌清,杀菌剂,89ml/亩,2025-07-11,21,true
PS01130,P1136,阿维菌素,生物农药,96ml/亩,2025-09-17,14,true
PS01131,P1138,甲胺磷,杀虫剂,62ml/亩,2025-05-25,7,false
PS01132,P1138,代森锰锌,杀菌剂,114ml/亩,2025-07-16,14,true
PS01133,P1140,代森锰锌,杀菌剂,38ml/亩,2025-04-23,7,true
PS01134,P1140,敌敌畏,杀虫剂,104ml/亩,2025-04-02,14,false
PS01135,P1141,阿维菌素,生物农药,35ml/亩,2025-04-06,21,true
PS01136,P1141,苦参碱,生物农药,138ml/亩,2025-04-19,14,true
PS01137,P1142,苦参碱,生物农药,87ml/亩,2025-07-01,21,true
PS01138,P1143,甲胺磷,杀虫剂,33ml/亩,2025-04-01,14,false
PS01139,P1144,甲基托布津,杀菌剂,115ml/亩,2025-04-06,7,true
PS01140,P1146,三唑酮,杀菌剂,137ml/亩,2025-04-01,21,true
PS01141,P1147,百菌清,杀菌剂,123ml/亩,2025-08-13,7,true
PS01142,P1150,阿维菌素,生物农药,61ml/亩,2025-05-06,21,true
PS01143,P1151,百菌清,杀菌剂,145ml/亩,2025-05-28,14,true
PS01144,P1151,甲基托布津,杀菌剂,53ml/亩,2025-07-17,21,true
PS01145,P1153,吡虫啉,杀虫剂,47ml/亩,2025-05-15,14,true
PS01146,P1154,多菌灵,杀菌剂,72ml/亩,2025-05-27,21,true
PS01147,P1154,百菌清,杀菌剂,138ml/亩,2025-04-02,21,true
PS01148,P1156,百菌清,杀菌剂,125ml/亩,2025-05-11,14,true
PS01149,P1156,代森锰锌,杀菌剂,64ml/亩,2025-04-24,7,true
PS01150,P1157,敌敌畏,杀虫剂,141ml/亩,2025-04-23,21,false
PS01151,P1158,代森锰锌,杀菌剂,101ml/亩,2025-09-21,14,true
PS01152,P1158,苦参碱,生物农药,130ml/亩,2025-08-07,7,true
PS01153,P1159,三唑酮,杀菌剂,43ml/亩,2025-08-23,14,true
PS01154,P1159,百菌清,杀菌剂,111ml/亩,2025-08-23,21,true
PS01155,P1162,苦参碱,生物农药,146ml/亩,2025-08-26,14,true
PS01156,P1164,敌敌畏,杀虫剂,133ml/亩,2025-08-20,21,false
PS01157,P1166,敌敌畏,杀虫剂,101ml/亩,2025-04-11,7,false
PS01158,P1166,甲基托布津,杀菌剂,81ml/亩,2025-09-10,14,true
PS01159,P1167,吡虫啉,杀虫剂,134ml/亩,2025-04-07,7,true
PS01160,P1167,苦参碱,生物农药,97ml/亩,2025-09-07,21,true
PS01161,P1168,阿维菌素,生物农药,124ml/亩,2025-04-01,14,true
PS01162,P1168,甲胺磷,杀虫剂,116ml/亩,2025-08-13,14,false
PS01163,P1169,代森锰锌,杀菌剂,88ml/亩,2025-05-21,21,true
PS01164,P1172,百菌清,杀菌剂,67ml/亩,2025-09-15,14,true
PS01165,P1172,百菌清,杀菌剂,122ml/亩,2025-05-16,21,true
PS01166,P1173,甲基托布津,杀菌剂,30ml/亩,2025-08-16,7,true
PS01167,P1173,苦参碱,生物农药,85ml/亩,2025-07-19,21,true
PS01168,P1174,吡虫啉,杀虫剂,74ml/亩,2025-08-07,14,true
PS01169,P1174,代森锰锌,杀菌剂,84ml/亩,2025-09-13,14,true
PS01170,P1175,苦参碱,生物农药,99ml/亩,2025-06-11,21,true
PS01171,P1176,甲胺磷,杀虫剂,64ml/亩,2025-05-13,7,false
PS01172,P1176,甲基托布津,杀菌剂,71ml/亩,2025-09-05,21,true
PS01173,P1177,多菌灵,杀菌剂,53ml/亩,2025-04-19,21,true
PS01174,P1179,三唑酮,杀菌剂,139ml/亩,2025-05-15,7,true
PS01175,P1180,三唑酮,杀菌剂,104ml/亩,2025-09-06,21,true
PS01176,P1181,苦参碱,生物农药,108ml/亩,2025-04-22,14,true
PS01177,P1181,敌敌畏,杀虫剂,133ml/亩,2025-07-04,14,false
PS01178,P1182,阿维菌素,生物农药,134ml/亩,2025-05-06,21,true
PS01179,P1183,苦参碱,生物农药,32ml/亩,2025-09-01,7,true
PS01180,P1183,苦参碱,生物农药,67ml/亩,2025-08-20,14,true
PS01181,P1186,代森锰锌,杀菌剂,71ml/亩,2025-07-06,21,true
PS01182,P1186,苦参碱,生物农药,120ml/亩,2025-07-20,14,true
PS01183,P1188,代森锰锌,杀菌剂,48ml/亩,2025-04-20,14,true
PS01184,P1188,甲基托布津,杀菌剂,148ml/亩,2025-08-10,21,true
PS01185,P1189,苦参碱,生物农药,99ml/亩,2025-06-12,21,true
PS01186,P1189,三唑酮,杀菌剂,109ml/亩,2025-04-22,14,true
PS01187,P1192,甲基托布津,杀菌剂,146ml/亩,2025-08-11,14,true
PS01188,P1193,吡虫啉,杀虫剂,30ml/亩,2025-04-04,7,true
PS01189,P1195,甲基托布津,杀菌剂,140ml/亩,2025-07-04,14,false
PS01190,P1195,三唑酮,杀菌剂,55ml/亩,2025-05-18,21,false
PS01191,P1196,甲基托布津,杀菌剂,102ml/亩,2025-09-25,7,true
PS01192,P1196,三唑酮,杀菌剂,71ml/亩,2025-06-22,21,true
PS01193,P1198,敌敌畏,杀虫剂,97ml/亩,2025-06-01,14,false
PS01194,P1199,甲基托布津,杀菌剂,86ml/亩,2025-04-06,14,true
PS01195,P1199,三唑酮,杀菌剂,66ml/亩,2025-05-15,14,true
PS01196,P1200,甲基托布津,杀菌剂,60ml/亩,2025-06-15,7,true
