record_id,product_id,fertilizer_name,fertilizer_type,amount,apply_date,operator
FR01083,P0553,有机肥,有机肥料,83kg/亩,2025-04-01,周九
FR01084,P0554,氮肥,化学肥料,41kg/亩,2025-03-16,郑十一
FR01085,P0555,磷肥,化学肥料,54kg/亩,2025-07-08,周九
FR01086,P0555,生物菌肥,生物肥料,64kg/亩,2025-05-09,郑十一
FR01087,P0556,生物菌肥,生物肥料,48kg/亩,2025-05-12,李四
FR01088,P0556,有机肥,有机肥料,46kg/亩,2025-08-13,李四
FR01089,P0557,复合肥,化学肥料,69kg/亩,2025-05-19,张三
FR01090,P0557,复合肥,化学肥料,56kg/亩,2025-03-07,陈十二
FR01091,P0558,复合肥,化学肥料,89kg/亩,2025-05-12,赵六
FR01092,P0558,腐殖酸肥,有机肥料,87kg/亩,2025-03-18,赵六
FR01093,P0559,叶面肥,化学肥料,77kg/亩,2025-04-11,郑十一
FR01094,P0560,氮肥,化学肥料,58kg/亩,2025-08-28,陈十二
FR01095,P0561,磷肥,化学肥料,30kg/亩,2025-06-09,陈十二
FR01096,P0561,腐殖酸肥,有机肥料,79kg/亩,2025-05-02,郑十一
FR01097,P0562,叶面肥,化学肥料,93kg/亩,2025-04-25,孙八
FR01098,P0562,磷肥,化学肥料,79kg/亩,2025-08-19,吴十
FR01099,P0562,钾肥,化学肥料,77kg/亩,2025-06-16,吴十
FR01100,P0563,腐殖酸肥,有机肥料,63kg/亩,2025-07-19,李四
FR01101,P0564,磷肥,化学肥料,77kg/亩,2025-07-12,陈十二
FR01102,P0564,腐殖酸肥,有机肥料,30kg/亩,2025-06-26,郑十一
FR01103,P0564,氮肥,化学肥料,77kg/亩,2025-03-14,赵六
FR01104,P0565,氮肥,化学肥料,96kg/亩,2025-06-26,张三
FR01105,P0566,磷肥,化学肥料,76kg/亩,2025-03-17,钱七
FR01106,P0566,生物菌肥,生物肥料,86kg/亩,2025-06-12,张三
FR01107,P0566,复合肥,化学肥料,77kg/亩,2025-07-22,钱七
FR01108,P0567,氮肥,化学肥料,90kg/亩,2025-04-25,周九
FR01109,P0567,钾肥,化学肥料,69kg/亩,2025-03-17,周九
FR01110,P0568,生物菌肥,生物肥料,36kg/亩,2025-08-28,周九
FR01111,P0568,腐殖酸肥,有机肥料,90kg/亩,2025-04-02,钱七
FR01112,P0568,有机肥,有机肥料,56kg/亩,2025-03-05,钱七
FR01113,P0569,叶面肥,化学肥料,63kg/亩,2025-05-01,李四
FR01114,P0569,复合肥,化学肥料,42kg/亩,2025-04-28,赵六
FR01115,P0570,复合肥,化学肥料,64kg/亩,2025-04-16,孙八
FR01116,P0570,生物菌肥,生物肥料,69kg/亩,2025-05-15,赵六
FR01117,P0571,复合肥,化学肥料,67kg/亩,2025-04-21,李四
FR01118,P0571,氮肥,化学肥料,39kg/亩,2025-04-10,张三
FR01119,P0571,磷肥,化学肥料,31kg/亩,2025-08-15,孙八
FR01120,P0572,氮肥,化学肥料,35kg/亩,2025-08-02,郑十一
FR01121,P0572,有机肥,有机肥料,73kg/亩,2025-04-18,赵六
FR01122,P0573,叶面肥,化学肥料,78kg/亩,2025-03-19,王五
FR01123,P0573,叶面肥,化学肥料,78kg/亩,2025-08-16,孙八
FR01124,P0573,生物菌肥,生物肥料,78kg/亩,2025-04-27,钱七
FR01125,P0574,叶面肥,化学肥料,38kg/亩,2025-05-04,郑十一
FR01126,P0574,氮肥,化学肥料,59kg/亩,2025-03-06,周九
FR01127,P0574,磷肥,化学肥料,99kg/亩,2025-05-24,张三
FR01128,P0575,钾肥,化学肥料,90kg/亩,2025-06-18,赵六
FR01129,P0575,复合肥,化学肥料,89kg/亩,2025-07-13,周九
FR01130,P0576,有机肥,有机肥料,48kg/亩,2025-04-16,陈十二
FR01131,P0577,叶面肥,化学肥料,35kg/亩,2025-04-06,钱七
FR01132,P0577,生物菌肥,生物肥料,39kg/亩,2025-07-28,郑十一
FR01133,P0577,有机肥,有机肥料,61kg/亩,2025-05-01,陈十二
FR01134,P0578,生物菌肥,生物肥料,96kg/亩,2025-05-25,陈十二
FR01135,P0578,腐殖酸肥,有机肥料,82kg/亩,2025-07-01,孙八
FR01136,P0578,钾肥,化学肥料,37kg/亩,2025-04-01,赵六
FR01137,P0579,有机肥,有机肥料,61kg/亩,2025-06-21,钱七
FR01138,P0579,磷肥,化学肥料,95kg/亩,2025-03-06,钱七
FR01139,P0579,钾肥,化学肥料,36kg/亩,2025-08-03,陈十二
FR01140,P0580,叶面肥,化学肥料,83kg/亩,2025-05-09,孙八
FR01141,P0580,氮肥,化学肥料,36kg/亩,2025-06-11,陈十二
FR01142,P0581,生物菌肥,生物肥料,79kg/亩,2025-05-17,钱七
FR01143,P0581,氮肥,化学肥料,96kg/亩,2025-03-01,陈十二
FR01144,P0582,磷肥,化学肥料,78kg/亩,2025-06-21,李四
FR01145,P0582,生物菌肥,生物肥料,82kg/亩,2025-04-21,吴十
FR01146,P0582,腐殖酸肥,有机肥料,32kg/亩,2025-05-12,孙八
FR01147,P0583,氮肥,化学肥料,41kg/亩,2025-06-28,赵六
FR01148,P0583,钾肥,化学肥料,95kg/亩,2025-03-02,李四
FR01149,P0583,生物菌肥,生物肥料,78kg/亩,2025-03-28,王五
FR01150,P0584,叶面肥,化学肥料,35kg/亩,2025-06-20,钱七
FR01151,P0584,氮肥,化学肥料,52kg/亩,2025-06-24,王五
FR01152,P0584,磷肥,化学肥料,32kg/亩,2025-03-09,周九
FR01153,P0585,氮肥,化学肥料,41kg/亩,2025-04-27,陈十二
FR01154,P0585,腐殖酸肥,有机肥料,58kg/亩,2025-05-04,赵六
FR01155,P0585,有机肥,有机肥料,53kg/亩,2025-08-04,王五
FR01156,P0586,复合肥,化学肥料,47kg/亩,2025-08-26,张三
FR01157,P0586,生物菌肥,生物肥料,74kg/亩,2025-03-06,李四
FR01158,P0586,复合肥,化学肥料,38kg/亩,2025-05-22,周九
FR01159,P0587,腐殖酸肥,有机肥料,96kg/亩,2025-06-22,赵六
FR01160,P0588,叶面肥,化学肥料,62kg/亩,2025-05-02,周九
FR01161,P0588,复合肥,化学肥料,57kg/亩,2025-06-27,郑十一
FR01162,P0589,钾肥,化学肥料,92kg/亩,2025-08-24,周九
FR01163,P0590,氮肥,化学肥料,97kg/亩,2025-07-07,周九
FR01164,P0591,生物菌肥,生物肥料,84kg/亩,2025-04-04,孙八
FR01165,P0591,有机肥,有机肥料,73kg/亩,2025-06-20,王五
FR01166,P0591,钾肥,化学肥料,86kg/亩,2025-07-06,张三
FR01167,P0592,生物菌肥,生物肥料,64kg/亩,2025-04-17,陈十二
FR01168,P0592,磷肥,化学肥料,39kg/亩,2025-05-06,陈十二
FR01169,P0592,复合肥,化学肥料,79kg/亩,2025-06-17,周九
FR01170,P0593,腐殖酸肥,有机肥料,60kg/亩,2025-07-11,周九
FR01171,P0593,有机肥,有机肥料,73kg/亩,2025-04-03,陈十二
FR01172,P0593,氮肥,化学肥料,94kg/亩,2025-04-17,张三
FR01173,P0594,磷肥,化学肥料,89kg/亩,2025-08-23,赵六
FR01174,P0594,腐殖酸肥,有机肥料,60kg/亩,2025-06-03,周九
FR01175,P0595,生物菌肥,生物肥料,86kg/亩,2025-04-26,周九
FR01176,P0595,磷肥,化学肥料,44kg/亩,2025-04-21,张三
FR01177,P0596,复合肥,化学肥料,96kg/亩,2025-06-22,周九
FR01178,P0596,复合肥,化学肥料,89kg/亩,2025-04-05,陈十二
FR01179,P0596,腐殖酸肥,有机肥料,38kg/亩,2025-08-15,李四
FR01180,P0597,叶面肥,化学肥料,80kg/亩,2025-04-01,张三
FR01181,P0597,复合肥,化学肥料,71kg/亩,2025-03-11,钱七
FR01182,P0598,有机肥,有机肥料,75kg/亩,2025-03-21,李四
FR01183,P0599,磷肥,化学肥料,40kg/亩,2025-06-08,赵六
FR01184,P0600,氮肥,化学肥料,57kg/亩,2025-03-17,赵六
FR01185,P0600,腐殖酸肥,有机肥料,36kg/亩,2025-03-05,王五
FR01186,P0601,钾肥,化学肥料,68kg/亩,2025-07-28,张三
FR01187,P0601,复合肥,化学肥料,86kg/亩,2025-03-07,吴十
FR01188,P0602,复合肥,化学肥料,69kg/亩,2025-04-09,赵六
FR01189,P0602,生物菌肥,生物肥料,73kg/亩,2025-03-16,李四
FR01190,P0602,有机肥,有机肥料,32kg/亩,2025-04-09,孙八
FR01191,P0603,钾肥,化学肥料,42kg/亩,2025-08-03,周九
FR01192,P0604,腐殖酸肥,有机肥料,79kg/亩,2025-03-05,李四
FR01193,P0604,叶面肥,化学肥料,51kg/亩,2025-03-22,周九
FR01194,P0605,有机肥,有机肥料,70kg/亩,2025-06-06,赵六
FR01195,P0605,生物菌肥,生物肥料,67kg/亩,2025-08-26,孙八
FR01196,P0605,生物菌肥,生物肥料,61kg/亩,2025-07-22,吴十
FR01197,P0606,生物菌肥,生物肥料,40kg/亩,2025-03-04,王五
FR01198,P0607,叶面肥,化学肥料,46kg/亩,2025-08-23,王五
FR01199,P0608,叶面肥,化学肥料,95kg/亩,2025-08-23,赵六
FR01200,P0608,叶面肥,化学肥料,50kg/亩,2025-07-19,钱七
FR01201,P0608,生物菌肥,生物肥料,72kg/亩,2025-06-26,孙八
FR01202,P0609,复合肥,化学肥料,77kg/亩,2025-03-01,吴十
FR01203,P0609,叶面肥,化学肥料,73kg/亩,2025-07-24,李四
FR01204,P0610,有机肥,有机肥料,77kg/亩,2025-08-11,吴十
FR01205,P0610,磷肥,化学肥料,82kg/亩,2025-03-19,钱七
FR01206,P0611,生物菌肥,生物肥料,62kg/亩,2025-05-05,郑十一
FR01207,P0611,复合肥,化学肥料,64kg/亩,2025-07-22,陈十二
FR01208,P0611,腐殖酸肥,有机肥料,35kg/亩,2025-06-05,钱七
FR01209,P0612,磷肥,化学肥料,88kg/亩,2025-08-20,赵六
FR01210,P0612,有机肥,有机肥料,43kg/亩,2025-06-07,赵六
FR01211,P0613,磷肥,化学肥料,90kg/亩,2025-06-21,张三
FR01212,P0613,复合肥,化学肥料,40kg/亩,2025-07-10,孙八
FR01213,P0613,复合肥,化学肥料,63kg/亩,2025-03-14,郑十一
FR01214,P0614,叶面肥,化学肥料,36kg/亩,2025-03-07,王五
FR01215,P0614,复合肥,化学肥料,77kg/亩,2025-07-11,李四
FR01216,P0615,磷肥,化学肥料,65kg/亩,2025-05-12,张三
FR01217,P0616,磷肥,化学肥料,75kg/亩,2025-04-23,李四
FR01218,P0617,有机肥,有机肥料,80kg/亩,2025-04-02,陈十二
FR01219,P0617,复合肥,化学肥料,47kg/亩,2025-04-01,李四
FR01220,P0617,生物菌肥,生物肥料,97kg/亩,2025-06-07,吴十
FR01221,P0618,复合肥,化学肥料,86kg/亩,2025-07-09,李四
FR01222,P0618,腐殖酸肥,有机肥料,72kg/亩,2025-05-21,钱七
FR01223,P0618,腐殖酸肥,有机肥料,52kg/亩,2025-06-02,周九
FR01224,P0619,氮肥,化学肥料,100kg/亩,2025-06-15,周九
FR01225,P0620,复合肥,化学肥料,64kg/亩,2025-07-20,周九
FR01226,P0620,复合肥,化学肥料,90kg/亩,2025-03-21,陈十二
FR01227,P0620,氮肥,化学肥料,53kg/亩,2025-07-26,孙八
FR01228,P0621,有机肥,有机肥料,53kg/亩,2025-05-15,赵六
FR01229,P0621,磷肥,化学肥料,40kg/亩,2025-07-02,郑十一
FR01230,P0621,腐殖酸肥,有机肥料,46kg/亩,2025-06-14,李四
FR01231,P0622,有机肥,有机肥料,39kg/亩,2025-08-15,郑十一
FR01232,P0622,氮肥,化学肥料,98kg/亩,2025-03-12,钱七
FR01233,P0622,叶面肥,化学肥料,76kg/亩,2025-05-06,张三
FR01234,P0623,腐殖酸肥,有机肥料,76kg/亩,2025-04-01,赵六
FR01235,P0624,腐殖酸肥,有机肥料,48kg/亩,2025-06-14,王五
FR01236,P0624,叶面肥,化学肥料,74kg/亩,2025-04-25,吴十
FR01237,P0624,钾肥,化学肥料,41kg/亩,2025-05-10,郑十一
FR01238,P0625,氮肥,化学肥料,83kg/亩,2025-03-17,张三
FR01239,P0625,复合肥,化学肥料,30kg/亩,2025-05-26,郑十一
FR01240,P0626,腐殖酸肥,有机肥料,53kg/亩,2025-06-01,李四
FR01241,P0627,钾肥,化学肥料,54kg/亩,2025-05-17,李四
FR01242,P0627,生物菌肥,生物肥料,61kg/亩,2025-07-25,张三
FR01243,P0627,有机肥,有机肥料,79kg/亩,2025-08-12,郑十一
FR01244,P0628,复合肥,化学肥料,77kg/亩,2025-07-24,张三
FR01245,P0628,复合肥,化学肥料,71kg/亩,2025-08-12,张三
FR01246,P0629,钾肥,化学肥料,80kg/亩,2025-04-15,赵六
FR01247,P0629,叶面肥,化学肥料,100kg/亩,2025-07-03,张三
FR01248,P0630,有机肥,有机肥料,71kg/亩,2025-08-17,吴十
FR01249,P0631,有机肥,有机肥料,51kg/亩,2025-04-16,钱七
FR01250,P0631,氮肥,化学肥料,40kg/亩,2025-05-17,钱七
FR01251,P0632,氮肥,化学肥料,46kg/亩,2025-03-12,李四
FR01252,P0633,有机肥,有机肥料,94kg/亩,2025-04-21,孙八
FR01253,P0634,叶面肥,化学肥料,32kg/亩,2025-03-04,孙八
FR01254,P0634,钾肥,化学肥料,67kg/亩,2025-04-12,王五
FR01255,P0634,氮肥,化学肥料,82kg/亩,2025-05-17,周九
FR01256,P0635,氮肥,化学肥料,82kg/亩,2025-07-27,李四
FR01257,P0635,氮肥,化学肥料,45kg/亩,2025-07-11,周九
FR01258,P0636,生物菌肥,生物肥料,72kg/亩,2025-07-05,周九
FR01259,P0636,复合肥,化学肥料,69kg/亩,2025-03-11,张三
FR01260,P0637,氮肥,化学肥料,92kg/亩,2025-04-09,周九
FR01261,P0637,复合肥,化学肥料,85kg/亩,2025-06-25,周九
FR01262,P0638,氮肥,化学肥料,42kg/亩,2025-04-05,孙八
FR01263,P0638,腐殖酸肥,有机肥料,76kg/亩,2025-04-16,郑十一
FR01264,P0638,叶面肥,化学肥料,93kg/亩,2025-03-19,钱七
FR01265,P0639,有机肥,有机肥料,40kg/亩,2025-08-07,钱七
FR01266,P0639,生物菌肥,生物肥料,93kg/亩,2025-06-21,王五
FR01267,P0639,叶面肥,化学肥料,31kg/亩,2025-05-22,孙八
FR01268,P0640,复合肥,化学肥料,38kg/亩,2025-05-13,李四
FR01269,P0640,复合肥,化学肥料,94kg/亩,2025-03-26,李四
FR01270,P0641,生物菌肥,生物肥料,81kg/亩,2025-06-28,钱七
FR01271,P0641,磷肥,化学肥料,34kg/亩,2025-05-14,吴十
FR01272,P0642,钾肥,化学肥料,89kg/亩,2025-04-09,吴十
FR01273,P0642,磷肥,化学肥料,43kg/亩,2025-05-18,郑十一
FR01274,P0643,钾肥,化学肥料,33kg/亩,2025-05-20,吴十
FR01275,P0643,腐殖酸肥,有机肥料,66kg/亩,2025-06-28,张三
FR01276,P0643,氮肥,化学肥料,66kg/亩,2025-03-25,孙八
FR01277,P0644,氮肥,化学肥料,45kg/亩,2025-04-18,孙八
FR01278,P0645,磷肥,化学肥料,68kg/亩,2025-08-05,李四
FR01279,P0645,复合肥,化学肥料,78kg/亩,2025-08-23,郑十一
FR01280,P0645,叶面肥,化学肥料,66kg/亩,2025-07-27,王五
FR01281,P0646,钾肥,化学肥料,83kg/亩,2025-05-22,郑十一
FR01282,P0646,氮肥,化学肥料,51kg/亩,2025-07-17,赵六
FR01283,P0646,钾肥,化学肥料,49kg/亩,2025-07-15,吴十
FR01284,P0647,有机肥,有机肥料,59kg/亩,2025-04-02,王五
FR01285,P0647,生物菌肥,生物肥料,66kg/亩,2025-08-02,陈十二
FR01286,P0647,氮肥,化学肥料,75kg/亩,2025-05-05,王五
FR01287,P0648,叶面肥,化学肥料,63kg/亩,2025-06-06,孙八
FR01288,P0648,生物菌肥,生物肥料,57kg/亩,2025-04-15,孙八
FR01289,P0649,复合肥,化学肥料,91kg/亩,2025-08-11,钱七
FR01290,P0650,生物菌肥,生物肥料,91kg/亩,2025-04-16,陈十二
FR01291,P0650,有机肥,有机肥料,66kg/亩,2025-03-01,李四
FR01292,P0651,生物菌肥,生物肥料,77kg/亩,2025-07-04,吴十
FR01293,P0651,叶面肥,化学肥料,33kg/亩,2025-06-28,周九
FR01294,P0652,磷肥,化学肥料,45kg/亩,2025-05-05,赵六
FR01295,P0652,有机肥,有机肥料,78kg/亩,2025-06-03,吴十
FR01296,P0653,钾肥,化学肥料,88kg/亩,2025-04-04,陈十二
FR01297,P0654,腐殖酸肥,有机肥料,90kg/亩,2025-05-18,郑十一
FR01298,P0654,磷肥,化学肥料,75kg/亩,2025-07-20,郑十一
FR01299,P0654,叶面肥,化学肥料,31kg/亩,2025-08-18,钱七
FR01300,P0655,钾肥,化学肥料,98kg/亩,2025-07-23,李四
FR01301,P0655,钾肥,化学肥料,52kg/亩,2025-03-02,孙八
FR01302,P0656,氮肥,化学肥料,96kg/亩,2025-08-27,张三
FR01303,P0656,叶面肥,化学肥料,74kg/亩,2025-03-23,王五
FR01304,P0657,有机肥,有机肥料,54kg/亩,2025-03-02,李四
FR01305,P0658,叶面肥,化学肥料,33kg/亩,2025-08-18,陈十二
FR01306,P0658,生物菌肥,生物肥料,62kg/亩,2025-06-07,王五
FR01307,P0659,钾肥,化学肥料,87kg/亩,2025-07-20,钱七
FR01308,P0660,有机肥,有机肥料,46kg/亩,2025-05-01,张三
FR01309,P0661,叶面肥,化学肥料,76kg/亩,2025-08-25,陈十二
FR01310,P0661,腐殖酸肥,有机肥料,87kg/亩,2025-08-21,孙八
FR01311,P0661,腐殖酸肥,有机肥料,78kg/亩,2025-05-20,钱七
FR01312,P0662,叶面肥,化学肥料,31kg/亩,2025-03-08,周九
FR01313,P0663,氮肥,化学肥料,63kg/亩,2025-03-28,陈十二
FR01314,P0663,叶面肥,化学肥料,77kg/亩,2025-07-27,吴十
FR01315,P0663,有机肥,有机肥料,93kg/亩,2025-04-05,孙八
FR01316,P0664,腐殖酸肥,有机肥料,56kg/亩,2025-03-23,钱七
FR01317,P0664,氮肥,化学肥料,86kg/亩,2025-03-06,钱七
FR01318,P0664,氮肥,化学肥料,81kg/亩,2025-03-05,孙八
FR01319,P0665,钾肥,化学肥料,40kg/亩,2025-06-05,郑十一
FR01320,P0665,复合肥,化学肥料,99kg/亩,2025-07-13,孙八
FR01321,P0666,磷肥,化学肥料,91kg/亩,2025-03-19,王五
FR01322,P0666,有机肥,有机肥料,34kg/亩,2025-08-21,周九
FR01323,P0666,有机肥,有机肥料,43kg/亩,2025-06-12,赵六
FR01324,P0667,腐殖酸肥,有机肥料,98kg/亩,2025-05-23,郑十一
FR01325,P0667,腐殖酸肥,有机肥料,53kg/亩,2025-07-20,李四
FR01326,P0667,生物菌肥,生物肥料,47kg/亩,2025-05-27,郑十一
FR01327,P0668,氮肥,化学肥料,81kg/亩,2025-06-26,赵六
FR01328,P0668,生物菌肥,生物肥料,73kg/亩,2025-04-08,赵六
FR01329,P0668,腐殖酸肥,有机肥料,98kg/亩,2025-07-08,李四
FR01330,P0669,有机肥,有机肥料,94kg/亩,2025-08-03,钱七
FR01331,P0669,磷肥,化学肥料,76kg/亩,2025-06-28,吴十
FR01332,P0669,有机肥,有机肥料,82kg/亩,2025-03-15,孙八
FR01333,P0670,生物菌肥,生物肥料,42kg/亩,2025-05-04,郑十一
FR01334,P0670,腐殖酸肥,有机肥料,75kg/亩,2025-07-24,赵六
FR01335,P0670,腐殖酸肥,有机肥料,94kg/亩,2025-08-18,王五
FR01336,P0671,钾肥,化学肥料,63kg/亩,2025-07-12,孙八
FR01337,P0671,生物菌肥,生物肥料,62kg/亩,2025-04-23,孙八
FR01338,P0672,磷肥,化学肥料,49kg/亩,2025-03-27,郑十一
FR01339,P0672,叶面肥,化学肥料,34kg/亩,2025-04-28,王五
FR01340,P0673,腐殖酸肥,有机肥料,98kg/亩,2025-04-08,吴十
FR01341,P0674,叶面肥,化学肥料,53kg/亩,2025-04-11,陈十二
FR01342,P0674,氮肥,化学肥料,83kg/亩,2025-08-14,赵六
FR01343,P0675,叶面肥,化学肥料,85kg/亩,2025-08-28,吴十
FR01344,P0676,有机肥,有机肥料,39kg/亩,2025-06-12,赵六
FR01345,P0676,钾肥,化学肥料,46kg/亩,2025-06-23,吴十
FR01346,P0677,生物菌肥,生物肥料,81kg/亩,2025-07-08,孙八
FR01347,P0677,腐殖酸肥,有机肥料,54kg/亩,2025-05-19,周九
FR01348,P0678,腐殖酸肥,有机肥料,34kg/亩,2025-04-03,孙八
FR01349,P0678,氮肥,化学肥料,34kg/亩,2025-08-04,王五
FR01350,P0678,叶面肥,化学肥料,41kg/亩,2025-03-26,孙八
FR01351,P0679,钾肥,化学肥料,40kg/亩,2025-07-20,王五
FR01352,P0679,钾肥,化学肥料,54kg/亩,2025-05-07,郑十一
FR01353,P0679,复合肥,化学肥料,99kg/亩,2025-08-12,钱七
FR01354,P0680,叶面肥,化学肥料,66kg/亩,2025-05-10,陈十二
FR01355,P0681,腐殖酸肥,有机肥料,68kg/亩,2025-08-01,陈十二
FR01356,P0681,钾肥,化学肥料,63kg/亩,2025-06-01,郑十一
FR01357,P0682,腐殖酸肥,有机肥料,60kg/亩,2025-07-15,孙八
FR01358,P0682,叶面肥,化学肥料,84kg/亩,2025-04-10,赵六
FR01359,P0683,复合肥,化学肥料,40kg/亩,2025-07-02,孙八
FR01360,P0683,钾肥,化学肥料,43kg/亩,2025-04-07,张三
FR01361,P0684,磷肥,化学肥料,88kg/亩,2025-08-21,钱七
FR01362,P0684,复合肥,化学肥料,82kg/亩,2025-07-07,赵六
FR01363,P0685,钾肥,化学肥料,38kg/亩,2025-07-23,李四
FR01364,P0685,氮肥,化学肥料,97kg/亩,2025-07-16,吴十
FR01365,P0685,钾肥,化学肥料,70kg/亩,2025-07-05,张三
FR01366,P0686,钾肥,化学肥料,58kg/亩,2025-06-25,王五
FR01367,P0686,氮肥,化学肥料,39kg/亩,2025-07-07,吴十
FR01368,P0687,复合肥,化学肥料,58kg/亩,2025-06-15,郑十一
FR01369,P0687,腐殖酸肥,有机肥料,51kg/亩,2025-03-26,周九
FR01370,P0688,叶面肥,化学肥料,54kg/亩,2025-03-04,钱七
FR01371,P0688,生物菌肥,生物肥料,78kg/亩,2025-07-20,吴十
FR01372,P0688,氮肥,化学肥料,69kg/亩,2025-07-02,周九
FR01373,P0689,氮肥,化学肥料,40kg/亩,2025-08-08,周九
FR01374,P0690,生物菌肥,生物肥料,75kg/亩,2025-04-05,钱七
FR01375,P0690,复合肥,化学肥料,84kg/亩,2025-04-21,张三
FR01376,P0690,有机肥,有机肥料,42kg/亩,2025-08-22,周九
FR01377,P0691,生物菌肥,生物肥料,100kg/亩,2025-08-09,吴十
FR01378,P0691,氮肥,化学肥料,74kg/亩,2025-08-09,陈十二
FR01379,P0692,钾肥,化学肥料,58kg/亩,2025-06-16,孙八
FR01380,P0693,氮肥,化学肥料,93kg/亩,2025-04-24,赵六
FR01381,P0694,有机肥,有机肥料,48kg/亩,2025-07-08,周九
FR01382,P0694,有机肥,有机肥料,49kg/亩,2025-08-11,赵六
FR01383,P0695,叶面肥,化学肥料,41kg/亩,2025-04-13,孙八
FR01384,P0695,氮肥,化学肥料,53kg/亩,2025-06-04,孙八
FR01385,P0696,磷肥,化学肥料,43kg/亩,2025-03-18,王五
FR01386,P0696,复合肥,化学肥料,86kg/亩,2025-07-16,郑十一
FR01387,P0696,有机肥,有机肥料,51kg/亩,2025-05-24,郑十一
FR01388,P0697,复合肥,化学肥料,98kg/亩,2025-03-12,郑十一
FR01389,P0698,氮肥,化学肥料,94kg/亩,2025-04-25,郑十一
FR01390,P0698,腐殖酸肥,有机肥料,43kg/亩,2025-07-28,钱七
FR01391,P0699,磷肥,化学肥料,58kg/亩,2025-05-21,赵六
FR01392,P0699,生物菌肥,生物肥料,87kg/亩,2025-07-17,李四
FR01393,P0699,复合肥,化学肥料,53kg/亩,2025-07-22,吴十
FR01394,P0700,有机肥,有机肥料,80kg/亩,2025-05-07,孙八
FR01395,P0700,有机肥,有机肥料,61kg/亩,2025-08-15,钱七
FR01396,P0700,氮肥,化学肥料,55kg/亩,2025-03-13,赵六
FR01397,P0701,腐殖酸肥,有机肥料,92kg/亩,2025-08-25,吴十
FR01398,P0701,钾肥,化学肥料,61kg/亩,2025-04-08,王五
FR01399,P0702,有机肥,有机肥料,68kg/亩,2025-08-10,王五
FR01400,P0702,腐殖酸肥,有机肥料,85kg/亩,2025-06-22,张三
FR01401,P0703,磷肥,化学肥料,71kg/亩,2025-03-08,李四
FR01402,P0703,复合肥,化学肥料,31kg/亩,2025-07-17,钱七
FR01403,P0704,磷肥,化学肥料,98kg/亩,2025-08-12,郑十一
FR01404,P0704,氮肥,化学肥料,37kg/亩,2025-03-09,王五
FR01405,P0704,有机肥,有机肥料,44kg/亩,2025-03-18,赵六
FR01406,P0705,生物菌肥,生物肥料,55kg/亩,2025-03-06,周九
FR01407,P0705,钾肥,化学肥料,76kg/亩,2025-05-13,吴十
FR01408,P0705,钾肥,化学肥料,97kg/亩,2025-05-13,李四
FR01409,P0706,腐殖酸肥,有机肥料,74kg/亩,2025-07-10,陈十二
FR01410,P0706,钾肥,化学肥料,93kg/亩,2025-04-20,王五
FR01411,P0707,有机肥,有机肥料,63kg/亩,2025-03-05,郑十一
FR01412,P0708,氮肥,化学肥料,39kg/亩,2025-05-28,赵六
FR01413,P0709,叶面肥,化学肥料,60kg/亩,2025-04-07,陈十二
FR01414,P0710,氮肥,化学肥料,68kg/亩,2025-04-13,赵六
FR01415,P0711,有机肥,有机肥料,32kg/亩,2025-04-26,王五
FR01416,P0711,氮肥,化学肥料,78kg/亩,2025-07-07,吴十
FR01417,P0711,叶面肥,化学肥料,94kg/亩,2025-07-23,张三
FR01418,P0712,腐殖酸肥,有机肥料,32kg/亩,2025-04-28,张三
FR01419,P0713,生物菌肥,生物肥料,86kg/亩,2025-03-23,周九
FR01420,P0714,磷肥,化学肥料,38kg/亩,2025-06-13,吴十
FR01421,P0715,氮肥,化学肥料,78kg/亩,2025-07-20,李四
FR01422,P0716,叶面肥,化学肥料,64kg/亩,2025-07-02,赵六
FR01423,P0716,复合肥,化学肥料,52kg/亩,2025-05-05,李四
FR01424,P0717,氮肥,化学肥料,95kg/亩,2025-06-08,陈十二
FR01425,P0718,氮肥,化学肥料,45kg/亩,2025-06-09,孙八
FR01426,P0718,复合肥,化学肥料,48kg/亩,2025-04-18,吴十
FR01427,P0718,有机肥,有机肥料,72kg/亩,2025-08-28,王五
FR01428,P0719,复合肥,化学肥料,70kg/亩,2025-05-17,王五
FR01429,P0719,有机肥,有机肥料,49kg/亩,2025-03-15,周九
FR01430,P0719,磷肥,化学肥料,79kg/亩,2025-08-27,钱七
FR01431,P0720,有机肥,有机肥料,56kg/亩,2025-08-16,王五
FR01432,P0721,复合肥,化学肥料,46kg/亩,2025-06-24,钱七
FR01433,P0721,钾肥,化学肥料,51kg/亩,2025-07-18,吴十
FR01434,P0721,有机肥,有机肥料,77kg/亩,2025-04-26,孙八
FR01435,P0722,磷肥,化学肥料,99kg/亩,2025-07-03,张三
FR01436,P0723,腐殖酸肥,有机肥料,80kg/亩,2025-06-09,钱七
FR01437,P0723,钾肥,化学肥料,39kg/亩,2025-08-11,李四
FR01438,P0724,腐殖酸肥,有机肥料,59kg/亩,2025-03-19,孙八
FR01439,P0724,氮肥,化学肥料,41kg/亩,2025-05-21,吴十
FR01440,P0725,氮肥,化学肥料,45kg/亩,2025-04-28,王五
FR01441,P0725,氮肥,化学肥料,48kg/亩,2025-04-10,周九
FR01442,P0726,磷肥,化学肥料,43kg/亩,2025-07-21,孙八
FR01443,P0726,氮肥,化学肥料,88kg/亩,2025-03-26,王五
